Hours,Shape
21,chevron
22,circle
23,unknown
01,diamond
01,triangle
02,sphere
15,cigar
18,cylinder
19,disk
22,changing
22,light
23,unknown
02,light
04,light
05,cylinder
08,rectangle
21,circle
22,light
22,light
23,circle
15,formation
21,cross
23,diamond
23,diamond
24,changing
00,changing
01,triangle
02,changing
09,circle
13,circle
18,circle
20,changing
22,light
22,circle
22,light
23,light
03,fireball
10,sphere
10,sphere
13,circle
20,triangle
21,circle
21,triangle
22,unknown
23,other
12,triangle
21,disk
21,circle
23,unknown
11,changing
13,light
13,circle
21,light
21,light
22,light
22,unknown
23,triangle
23,light
00,triangle
11,disk
20,sphere
21,circle
22,light
22,fireball
23,light
00,light
00,sphere
15,changing
21,light
21,unknown
22,triangle
22,formation
23,cigar
01,light
01,sphere
01,triangle
01,oval
01,oval
05,disk
10,diamond
18,light
18,unknown
19,fireball
19,unknown
20,oval
20,triangle
20,triangle
20,circle
21,other
22,other
22,light
00,light
04,light
04,light
10,changing
20,cigar
20,light
21,circle
21,circle
21,circle
21,sphere
21,circle
22,other
22,fireball
22,unknown
21,light
21,fireball
21,fireball
22,circle
23,triangle
22,diamond
22,other
22,other
22,light
06,triangle
20,unknown
22,triangle
13,other
15,other
20,light
22,triangle
23,cylinder
01,diamond
00,light
22,sphere
22,light
12,chevron
13,disk
16,triangle
19,triangle
23,circle
09,circle
00,unknown
04,changing
10,unknown
11,disk
19,cylinder
21,unknown
22,cylinder
00,circle
03,sphere
14,circle
21,light
21,light
21,light
00,triangle
01,oval
01,circle
01,changing
05,disk
19,circle
21,unknown
21,triangle
22,light
03,unknown
20,triangle
20,oval
21,teardrop
21,light
22,triangle
22,circle
23,egg
04,light
19,changing
20,light
21,oval
21,unknown
22,triangle
23,light
23,light
24,sphere
00,triangle
03,light
04,flash
13,triangle
18,rectangle
22,unknown
22,sphere
23,unknown
16,disk
20,light
20,circle
21,unknown
21,light
23,diamond
23,oval
21,formation
21,formation
21,light
21,formation
11,triangle
21,teardrop
23,circle
02,flash
16,circle
19,light
21,circle
21,other
05,triangle
10,other
20,cross
20,formation
20,triangle
21,formation
21,sphere
21,fireball
22,triangle
22,sphere
22,light
22,flash
22,light
22,fireball
20,sphere
02,unknown
20,disk
21,circle
15,disk
21,formation
22,disk
14,changing
21,triangle
02,rectangle
21,light
21,sphere
03,light
18,fireball
21,flash
23,egg
23,unknown
00,light
12,circle
20,unknown
20,other
21,sphere
21,sphere
23,oval
23,disk
23,diamond
00,circle
03,other
04,chevron
08,disk
23,diamond
23,disk
23,oval
01,sphere
02,cigar
18,cylinder
21,disk
22,light
22,triangle
23,light
01,unknown
08,unknown
13,sphere
16,oval
20,circle
20,cross
22,light
23,flash
23,light
01,sphere
12,oval
20,cylinder
21,light
22,flash
23,teardrop
18,triangle
21,fireball
21,oval
22,oval
23,light
00,light
02,triangle
20,changing
20,light
21,other
23,circle
01,sphere
04,sphere
19,light
21,circle
21,other
22,triangle
22,triangle
22,light
23,disk
04,changing
15,disk
21,unknown
23,disk
04,cylinder
11,circle
20,fireball
20,oval
20,triangle
21,fireball
22,light
22,light
22,light
22,light
22,light
23,fireball
00,cylinder
01,sphere
02,diamond
08,fireball
12,oval
16,triangle
19,triangle
19,formation
20,disk
21,fireball
22,flash
23,fireball
01,oval
03,oval
10,diamond
13,disk
15,changing
17,sphere
19,sphere
21,sphere
21,circle
22,light
22,light
22,diamond
23,changing
07,changing
11,circle
12,disk
17,triangle
19,circle
19,triangle
19,triangle
22,cigar
22,fireball
00,oval
17,disk
21,circle
09,circle
00,disk
04,light
12,fireball
02,light
16,other
23,circle
20,circle
22,unknown
01,triangle
22,sphere
22,light
03,light
12,teardrop
16,unknown
20,other
23,light
02,fireball
21,triangle
21,triangle
22,light
23,disk
23,formation
13,disk
17,sphere
19,light
20,oval
23,oval
23,circle
23,other
06,diamond
12,light
19,light
20,teardrop
21,other
22,light
22,triangle
23,light
23,unknown
23,triangle
19,disk
21,changing
22,light
22,light
22,circle
22,light
23,sphere
12,unknown
15,disk
15,oval
22,unknown
22,circle
22,oval
22,light
22,other
23,diamond
23,egg
23,changing
01,triangle
02,formation
02,light
05,light
07,egg
15,circle
23,formation
23,circle
23,triangle
11,triangle
17,sphere
17,unknown
20,triangle
20,other
21,light
22,light
01,fireball
02,oval
02,disk
20,light
21,cross
23,circle
01,light
08,cigar
10,oval
10,circle
21,sphere
23,light
00,oval
00,circle
02,triangle
02,other
03,fireball
03,rectangle
11,light
19,sphere
20,oval
21,oval
21,sphere
21,circle
21,sphere
22,cigar
22,other
23,disk
00,cigar
03,chevron
03,light
17,unknown
18,other
20,other
23,unknown
23,formation
01,cigar
01,other
14,cigar
12,triangle
23,light
14,rectangle
03,circle
01,triangle
20,triangle
22,triangle
22,cigar
11,disk
18,unknown
21,formation
22,circle
02,fireball
02,triangle
04,other
05,diamond
22,light
00,diamond
05,rectangle
17,unknown
01,flash
19,other
00,triangle
10,light
18,formation
20,changing
21,light
22,sphere
18,disk
19,light
19,disk
20,light
20,other
21,disk
22,changing
23,egg
04,cigar
00,fireball
04,circle
22,other
00,oval
00,light
02,circle
05,circle
11,other
20,sphere
21,chevron
22,light
23,formation
23,unknown
23,circle
02,circle
04,other
10,unknown
13,sphere
15,disk
17,circle
20,unknown
21,unknown
21,oval
21,light
22,light
22,circle
22,light
22,light
23,light
23,light
23,triangle
23,fireball
03,triangle
07,sphere
14,other
20,oval
21,fireball
01,light
04,light
11,circle
14,unknown
22,triangle
22,light
03,circle
04,light
09,oval
19,changing
20,sphere
20,light
21,circle
21,fireball
21,light
23,triangle
00,light
02,fireball
08,unknown
08,other
16,other
18,other
18,sphere
19,light
20,other
21,fireball
21,triangle
21,light
23,formation
23,circle
13,diamond
20,light
21,sphere
23,flash
01,cigar
23,circle
10,circle
21,disk
21,light
14,oval
23,oval
15,teardrop
23,triangle
19,disk
22,formation
12,cylinder
19,cigar
02,oval
15,disk
19,triangle
20,oval
20,disk
21,chevron
21,light
02,circle
20,other
00,circle
03,unknown
03,sphere
13,light
20,egg
22,light
23,light
23,light
23,light
23,sphere
01,unknown
14,cone
14,unknown
21,light
23,triangle
02,disk
02,triangle
03,unknown
16,changing
19,changing
20,formation
22,teardrop
22,circle
23,sphere
23,triangle
24,light
00,rectangle
03,disk
20,circle
20,triangle
22,changing
03,teardrop
14,other
17,rectangle
21,light
14,disk
16,oval
18,circle
19,cigar
21,other
21,light
21,triangle
23,circle
23,formation
23,unknown
00,light
01,triangle
02,sphere
05,sphere
09,light
13,disk
14,disk
20,disk
21,circle
21,light
22,other
22,other
22,other
22,sphere
22,triangle
22,light
04,other
13,changing
14,oval
18,cigar
21,light
21,light
21,teardrop
22,flash
23,triangle
00,triangle
01,formation
03,other
05,triangle
21,sphere
21,formation
00,circle
01,cigar
09,oval
12,unknown
21,other
22,light
22,light
22,circle
00,sphere
00,triangle
00,sphere
01,circle
01,rectangle
03,unknown
08,disk
11,rectangle
14,sphere
18,sphere
19,cross
20,fireball
21,fireball
21,fireball
21,light
21,circle
22,unknown
22,fireball
22,triangle
22,light
22,light
23,circle
23,chevron
23,oval
04,disk
21,rectangle
23,other
22,triangle
01,triangle
18,triangle
21,unknown
16,disk
10,teardrop
15,circle
22,sphere
09,chevron
19,unknown
20,disk
22,fireball
23,sphere
00,light
01,light
02,disk
14,unknown
15,changing
17,other
19,other
20,disk
21,unknown
22,light
22,formation
23,teardrop
18,cigar
21,unknown
22,light
22,light
23,disk
01,oval
15,changing
20,triangle
23,cigar
16,other
20,light
21,oval
13,cone
22,light
22,circle
22,flash
23,disk
00,unknown
03,disk
05,cigar
23,teardrop
00,circle
01,triangle
01,circle
18,changing
19,oval
21,fireball
21,disk
23,other
00,light
00,disk
02,changing
04,light
08,disk
20,other
22,teardrop
23,other
01,triangle
01,light
21,light
22,unknown
22,changing
24,other
03,disk
09,formation
22,fireball
22,light
23,triangle
23,light
23,light
01,light
18,disk
22,circle
22,flash
23,circle
00,other
00,light
04,unknown
05,light
11,oval
15,other
20,fireball
20,light
21,circle
21,circle
21,light
21,circle
21,triangle
21,sphere
22,fireball
22,fireball
22,light
22,fireball
23,light
23,fireball
00,disk
00,light
03,light
15,circle
19,fireball
20,triangle
20,fireball
20,sphere
20,oval
20,oval
20,light
20,light
21,sphere
21,circle
21,light
21,light
21,light
21,formation
21,fireball
21,fireball
21,changing
21,light
21,oval
21,sphere
21,circle
21,light
21,circle
22,light
22,light
22,other
22,disk
22,fireball
22,fireball
22,fireball
22,other
22,sphere
22,fireball
22,light
22,fireball
22,cylinder
22,light
22,oval
22,circle
23,formation
23,other
23,rectangle
23,triangle
12,oval
17,circle
23,cigar
17,circle
20,light
00,other
00,cigar
15,disk
23,light
23,diamond
23,light
13,cigar
22,light
02,circle
21,disk
22,formation
05,oval
21,light
23,light
23,formation
01,diamond
22,light
22,sphere
01,unknown
07,egg
14,disk
22,cigar
22,triangle
22,circle
05,other
12,sphere
12,sphere
15,unknown
20,other
22,sphere
22,light
23,light
23,light
24,circle
12,disk
14,formation
21,circle
23,triangle
23,fireball
23,triangle
01,oval
13,circle
21,light
22,changing
22,triangle
23,unknown
23,other
01,unknown
03,disk
17,teardrop
20,light
22,circle
22,fireball
07,rectangle
20,sphere
23,light
00,oval
04,circle
08,oval
21,light
21,light
22,circle
22,circle
22,circle
22,other
22,unknown
22,sphere
23,triangle
00,unknown
01,disk
17,circle
20,other
21,light
22,fireball
22,light
22,light
24,light
14,changing
20,cigar
21,circle
21,circle
22,circle
00,fireball
10,oval
17,light
19,oval
20,other
21,fireball
21,light
22,light
22,sphere
22,disk
22,light
22,light
23,light
00,other
00,light
02,fireball
08,light
11,fireball
15,disk
19,sphere
19,circle
20,circle
20,fireball
21,unknown
21,fireball
21,fireball
21,other
22,circle
22,light
22,light
00,disk
00,disk
21,cigar
19,chevron
20,circle
16,unknown
23,light
20,rectangle
20,fireball
22,changing
22,flash
02,unknown
00,formation
11,teardrop
14,egg
20,light
20,changing
21,unknown
22,fireball
22,triangle
02,light
18,chevron
20,light
23,oval
00,triangle
13,disk
21,unknown
23,circle
24,disk
17,cylinder
23,triangle
08,sphere
14,changing
16,light
19,circle
19,light
20,fireball
22,light
23,light
00,light
03,unknown
11,disk
17,sphere
21,light
21,triangle
23,triangle
01,triangle
11,light
11,triangle
14,sphere
17,circle
20,oval
20,flash
21,light
23,sphere
23,flash
00,triangle
01,triangle
07,sphere
11,circle
11,changing
18,circle
22,triangle
23,flash
16,circle
17,disk
17,unknown
20,cigar
21,light
23,light
03,unknown
04,light
05,oval
21,circle
21,light
21,light
21,circle
21,light
21,circle
22,other
23,unknown
24,changing
00,sphere
02,triangle
09,cylinder
21,circle
22,unknown
02,light
04,changing
04,rectangle
13,disk
18,fireball
21,fireball
21,fireball
21,fireball
21,unknown
22,other
22,disk
22,unknown
22,changing
22,light
22,unknown
23,light
23,flash
03,light
04,light
08,light
10,light
10,circle
11,circle
13,cigar
18,oval
18,light
20,cylinder
20,circle
21,circle
21,light
21,sphere
21,cylinder
21,changing
22,fireball
22,circle
23,unknown
23,light
23,triangle
03,flash
10,triangle
18,light
20,fireball
20,fireball
22,fireball
22,other
22,light
21,light
23,light
23,cigar
20,fireball
24,fireball
23,sphere
19,light
01,triangle
03,sphere
04,disk
05,oval
05,cigar
05,cigar
21,triangle
21,formation
21,sphere
01,fireball
04,disk
21,light
04,teardrop
14,sphere
19,changing
21,oval
19,disk
21,light
22,other
23,sphere
23,sphere
04,cross
08,sphere
21,light
21,changing
22,light
23,light
14,sphere
19,triangle
21,light
21,unknown
22,circle
22,light
22,formation
02,other
11,chevron
19,unknown
03,oval
12,sphere
17,other
19,cigar
20,fireball
20,other
23,flash
23,light
10,triangle
15,changing
21,light
21,unknown
21,light
22,circle
22,cigar
00,circle
11,sphere
11,flash
20,cigar
21,sphere
21,unknown
22,formation
10,disk
15,other
16,disk
19,disk
21,unknown
22,light
23,disk
02,circle
06,unknown
10,circle
13,chevron
20,formation
20,formation
21,sphere
21,triangle
22,fireball
22,light
22,unknown
22,changing
23,light
23,circle
00,oval
01,oval
04,cone
04,light
12,rectangle
17,unknown
21,light
21,circle
22,triangle
22,light
23,circle
23,formation
23,light
23,light
03,light
03,sphere
06,triangle
20,triangle
22,triangle
22,fireball
23,sphere
23,light
01,circle
03,flash
09,diamond
20,unknown
21,circle
21,unknown
23,disk
23,light
23,light
23,triangle
23,light
23,light
17,disk
20,disk
17,rectangle
22,disk
00,rectangle
16,other
21,unknown
09,fireball
11,sphere
20,fireball
01,cigar
10,unknown
13,sphere
18,circle
20,cigar
20,cylinder
22,changing
20,formation
21,oval
03,disk
15,cylinder
21,other
23,flash
08,oval
09,other
12,triangle
18,other
22,triangle
22,triangle
22,flash
23,triangle
01,light
18,formation
19,disk
22,light
23,sphere
00,light
12,sphere
16,disk
17,sphere
18,unknown
20,light
20,fireball
20,flash
23,circle
02,light
04,formation
11,sphere
13,changing
13,disk
20,other
08,disk
22,sphere
12,cylinder
14,unknown
19,sphere
21,sphere
21,fireball
21,rectangle
22,disk
22,sphere
23,circle
00,light
00,light
05,triangle
09,oval
11,disk
17,other
20,disk
21,sphere
22,cylinder
23,light
23,unknown
23,disk
23,other
00,light
02,unknown
13,sphere
16,disk
17,chevron
18,oval
18,teardrop
20,sphere
20,other
21,circle
21,fireball
22,light
23,formation
00,unknown
02,changing
10,circle
12,rectangle
13,unknown
21,unknown
22,circle
22,teardrop
04,light
04,triangle
16,disk
19,rectangle
21,fireball
21,unknown
22,light
22,light
23,light
00,fireball
02,fireball
04,unknown
19,cigar
20,light
20,cylinder
21,fireball
21,changing
22,formation
22,fireball
23,light
17,circle
20,cylinder
21,other
21,fireball
21,circle
21,fireball
21,light
21,light
21,light
21,unknown
21,unknown
22,triangle
22,unknown
23,unknown
23,oval
23,triangle
13,disk
08,disk
13,disk
18,other
10,cone
21,disk
21,triangle
19,cylinder
21,light
23,fireball
22,light
22,circle
22,other
21,light
22,formation
22,light
23,light
13,changing
13,cigar
14,circle
23,light
23,light
03,light
14,disk
16,oval
17,sphere
21,unknown
21,sphere
22,triangle
22,unknown
22,circle
22,triangle
23,sphere
23,sphere
02,light
02,light
02,light
03,unknown
22,light
01,light
04,sphere
10,fireball
13,disk
16,oval
21,circle
21,fireball
22,light
23,egg
24,disk
00,triangle
01,circle
02,circle
10,triangle
14,other
14,cone
20,other
21,light
23,light
02,light
14,sphere
15,sphere
17,sphere
18,disk
19,light
19,oval
20,sphere
21,sphere
21,triangle
23,light
00,light
01,unknown
02,circle
11,circle
13,cylinder
20,other
22,fireball
22,sphere
04,circle
05,light
13,oval
22,light
22,flash
22,light
23,circle
03,light
22,light
22,light
01,egg
08,oval
09,circle
10,triangle
10,fireball
13,other
19,disk
21,fireball
21,circle
21,triangle
21,circle
21,circle
21,light
21,fireball
22,sphere
22,unknown
22,sphere
22,circle
22,circle
22,fireball
23,fireball
23,triangle
24,fireball
22,light
21,triangle
21,other
23,triangle
21,triangle
18,flash
21,triangle
20,light
22,light
22,other
22,unknown
13,disk
20,formation
23,cylinder
00,light
15,teardrop
02,light
03,oval
06,cigar
09,oval
16,sphere
16,sphere
17,unknown
21,light
21,sphere
23,light
05,oval
12,disk
15,circle
21,light
21,chevron
21,sphere
21,sphere
22,oval
02,unknown
12,disk
20,oval
22,formation
23,circle
18,sphere
21,triangle
21,triangle
22,sphere
22,triangle
23,unknown
02,light
04,disk
12,light
21,triangle
21,triangle
22,light
22,other
22,light
23,light
01,oval
11,oval
12,sphere
20,teardrop
21,light
21,light
21,other
22,circle
22,unknown
22,changing
23,circle
00,cigar
04,flash
20,unknown
20,sphere
00,unknown
09,triangle
15,other
15,disk
21,changing
21,diamond
21,unknown
21,light
05,light
11,circle
12,unknown
21,light
21,oval
21,sphere
21,rectangle
21,unknown
21,triangle
21,egg
21,light
22,fireball
23,light
00,cylinder
03,rectangle
16,fireball
20,other
21,fireball
21,triangle
21,fireball
21,fireball
21,triangle
00,teardrop
01,other
02,fireball
08,light
08,fireball
13,triangle
19,unknown
19,cylinder
21,light
21,sphere
21,circle
21,formation
21,unknown
21,triangle
21,light
21,sphere
22,light
22,sphere
23,fireball
04,egg
08,circle
18,unknown
20,sphere
20,changing
20,sphere
21,light
21,sphere
21,light
21,circle
21,circle
21,sphere
21,light
22,teardrop
22,circle
22,fireball
22,light
22,sphere
22,oval
22,fireball
23,unknown
23,triangle
23,formation
24,circle
12,disk
21,light
22,triangle
00,disk
00,unknown
06,changing
20,fireball
17,disk
19,fireball
10,sphere
12,diamond
17,other
20,triangle
21,sphere
21,circle
22,circle
23,triangle
21,sphere
22,other
22,fireball
03,light
03,fireball
05,light
15,other
16,circle
23,disk
00,light
13,formation
14,light
21,light
22,unknown
03,fireball
04,other
12,oval
14,other
20,sphere
21,diamond
21,light
21,triangle
21,light
22,flash
06,fireball
16,sphere
20,light
20,light
21,circle
21,light
22,other
22,fireball
21,fireball
22,light
22,light
23,sphere
00,other
02,circle
08,light
09,disk
22,diamond
23,sphere
20,formation
23,disk
21,light
21,unknown
21,formation
21,light
21,light
21,light
22,circle
22,sphere
22,other
23,oval
01,other
09,other
17,changing
21,light
21,circle
21,circle
22,light
22,light
23,circle
00,oval
09,unknown
15,cylinder
20,other
20,unknown
21,other
22,circle
22,sphere
22,circle
23,light
24,sphere
00,fireball
02,chevron
02,unknown
03,oval
03,fireball
04,circle
09,circle
20,fireball
20,light
20,other
21,formation
21,fireball
21,sphere
21,light
21,fireball
21,triangle
21,unknown
21,fireball
21,oval
21,triangle
21,fireball
22,rectangle
22,fireball
22,cylinder
22,fireball
22,circle
22,flash
22,light
22,fireball
22,other
23,fireball
23,formation
23,unknown
23,other
23,circle
00,fireball
04,unknown
20,triangle
21,other
22,circle
22,light
23,fireball
20,sphere
09,circle
01,unknown
05,cigar
17,sphere
19,changing
18,circle
20,light
03,disk
03,fireball
02,sphere
06,oval
13,cigar
16,circle
20,diamond
04,light
18,disk
19,circle
12,disk
22,other
21,disk
22,unknown
17,other
20,light
22,light
09,cigar
02,unknown
21,flash
15,cone
22,circle
